policy,scenario,replication,overflow_incidents,overflow_bin_hours,overflow_spilled_kg,distance_km,travel_time_hours,service_time_hours,depot_unloading_time_hours,turnaround_time_hours,idling_time_hours,collection_trips,collection_stops,wasted_pickups,collected_kg,mean_fill_at_collection_pct,truck_utilization_pct,unserved_required_bins,inspection_events,base_driving_fuel_l,traffic_fuel_penalty_l,payload_fuel_penalty_l,driving_fuel_l,collection_idle_fuel_l,depot_idle_fuel_l,fuel_l,co2_kg,routing_fallbacks,forecast_driven_dispatches,capacity_constrained_decisions,dispatch_limit_blocks,sensor_uncertainty_decisions,overflow_incidents_post_warmup,overflow_bin_hours_post_warmup,overflow_spilled_kg_post_warmup,distance_km_post_warmup,travel_time_hours_post_warmup,service_time_hours_post_warmup,depot_unloading_time_hours_post_warmup,turnaround_time_hours_post_warmup,idling_time_hours_post_warmup,collection_trips_post_warmup,collection_stops_post_warmup,wasted_pickups_post_warmup,collected_kg_post_warmup,mean_fill_at_collection_pct_post_warmup,truck_utilization_pct_post_warmup,unserved_required_bins_post_warmup,inspection_events_post_warmup,base_driving_fuel_l_post_warmup,traffic_fuel_penalty_l_post_warmup,payload_fuel_penalty_l_post_warmup,driving_fuel_l_post_warmup,collection_idle_fuel_l_post_warmup,depot_idle_fuel_l_post_warmup,fuel_l_post_warmup,co2_kg_post_warmup,routing_fallbacks_post_warmup,forecast_driven_dispatches_post_warmup,capacity_constrained_decisions_post_warmup,dispatch_limit_blocks_post_warmup,sensor_uncertainty_decisions_post_warmup,uncollected_kg_at_horizon,unfinished_trip_count,analysis_warmup_days
fixed,event_heavy,17,2.0,17.0,56.37988964638373,494.38800000000003,16.075470833333334,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,68.0,92773.55743386,57.84608893494207,60.63631204827451,0.0,11.0,222.47459999999995,32.00672250000002,11.497702782057623,265.9790252820576,118.80000000000061,17.0,401.7790252820582,1076.767787755916,0.0,0.0,0.0,0.0,8.0,2.0,17.0,56.37988964638373,494.38800000000003,16.075470833333334,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,68.0,92773.55743386,57.84608893494207,60.63631204827451,0.0,11.0,222.47459999999995,32.00672250000002,11.497702782057623,265.9790252820576,118.80000000000061,17.0,401.7790252820582,1076.767787755916,0.0,0.0,0.0,0.0,8.0,7416.022886722188,0,3
smart,event_heavy,17,0.0,0.0,0.0,637.5889999999996,17.54937916666667,35.999999999999915,6.666666666666664,0.3333333333333333,42.66666666666658,20.0,270.0,24.0,93621.90674628783,64.21255606741279,52.01217041460435,0.0,145.0,286.9150500000001,11.436795000000005,11.989608260499267,310.3414532604994,108.00000000000045,20.0,438.34145326049986,1174.7550947381396,0.0,18.0,0.0,5.0,82.0,0.0,0.0,0.0,637.5889999999996,17.54937916666667,35.999999999999915,6.666666666666664,0.3333333333333333,42.66666666666658,20.0,270.0,24.0,93621.90674628783,64.21255606741279,52.01217041460435,0.0,135.0,286.9150500000001,11.436795000000005,11.989608260499267,310.3414532604994,108.00000000000045,20.0,438.34145326049986,1174.7550947381396,0.0,18.0,0.0,5.0,75.0,6624.053463940825,0,3
fixed,persistent_multi_day_surge,17,41.0,457.0,2808.730763145427,496.4839999999999,16.132188888888894,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,40.0,113006.06966260687,70.46144760107678,73.86017625006984,0.0,11.0,223.41779999999991,31.56813000000003,13.806536616813249,268.7924666168132,118.80000000000061,17.0,404.5924666168138,1084.307810533061,0.0,0.0,0.0,0.0,8.0,41.0,457.0,2808.730763145427,496.4839999999999,16.132188888888894,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,40.0,113006.06966260687,70.46144760107678,73.86017625006984,0.0,11.0,223.41779999999991,31.56813000000003,13.806536616813249,268.7924666168132,118.80000000000061,17.0,404.5924666168138,1084.307810533061,0.0,0.0,0.0,0.0,8.0,7904.847396854052,0,3
smart,persistent_multi_day_surge,17,1.0,5.0,7.729582979771976,747.9709999999998,20.14845138888889,46.13333333333321,7.666666666666663,0.6666666666666666,53.799999999999876,23.0,346.0,54.0,116662.12898324222,62.43958947936319,56.35851641702522,0.0,141.0,336.58694999999983,4.582125000000001,15.047499989050538,356.2165749890504,138.4000000000009,23.0,517.6165749890513,1387.2124209706576,0.0,19.0,0.0,10.0,78.0,1.0,5.0,7.729582979771976,747.9709999999998,20.14845138888889,46.13333333333321,7.666666666666663,0.6666666666666666,53.799999999999876,23.0,346.0,54.0,116662.12898324222,62.43958947936319,56.35851641702522,0.0,131.0,336.58694999999983,4.582125000000001,15.047499989050538,356.2165749890504,138.4000000000009,23.0,517.6165749890513,1387.2124209706576,0.0,19.0,0.0,10.0,71.0,7049.7892563844125,0,3
fixed,localized_surge,17,17.0,212.0,1518.3729831824285,492.67399999999986,16.10084166666667,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,50.0,101190.44289694708,63.09417813751538,66.1375443770896,0.0,11.0,221.70329999999993,31.980600000000027,12.177726136302287,265.8616261363023,118.80000000000061,17.0,401.66162613630286,1076.4531580452917,0.0,0.0,0.0,0.0,8.0,17.0,212.0,1518.3729831824285,492.67399999999986,16.10084166666667,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,50.0,101190.44289694708,63.09417813751538,66.1375443770896,0.0,11.0,221.70329999999993,31.980600000000027,12.177726136302287,265.8616261363023,118.80000000000061,17.0,401.66162613630286,1076.4531580452917,0.0,0.0,0.0,0.0,8.0,7904.847396854052,0,3
smart,localized_surge,17,0.0,0.0,0.0,735.7629999999996,21.38169583333333,41.599999999999895,7.33333333333333,0.3333333333333333,48.93333333333322,22.0,311.0,62.0,101163.47862317773,60.2378698482659,51.092665971301884,1.0,143.0,331.0933499999999,23.47564500000001,13.715164009096444,368.2841590090963,124.8000000000007,22.0,515.084159009097,1380.42554614438,0.0,20.0,0.0,6.0,80.0,0.0,0.0,0.0,735.7629999999996,21.38169583333333,41.599999999999895,7.33333333333333,0.3333333333333333,48.93333333333322,22.0,311.0,62.0,101163.47862317773,60.2378698482659,51.092665971301884,1.0,133.0,331.0933499999999,23.47564500000001,13.715164009096444,368.2841590090963,124.8000000000007,22.0,515.084159009097,1380.42554614438,0.0,20.0,0.0,6.0,73.0,9450.184653805756,0,3
fixed,gradual_upward_trend,17,1.0,49.0,198.27858406578048,510.097,16.70098333333334,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,35.0,100949.54372886237,63.156621451991015,62.31453316596443,1.0,11.0,229.5436499999999,33.43443750000001,11.91765011958744,274.89573761958735,118.80000000000061,18.0,411.69573761958793,1103.3445768204958,0.0,0.0,0.0,0.0,8.0,1.0,49.0,198.27858406578048,510.097,16.70098333333334,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,35.0,100949.54372886237,63.156621451991015,62.31453316596443,1.0,11.0,229.5436499999999,33.43443750000001,11.91765011958744,274.89573761958735,118.80000000000061,18.0,411.69573761958793,1103.3445768204958,0.0,0.0,0.0,0.0,8.0,8497.226248597508,0,3
smart,gradual_upward_trend,17,0.0,0.0,0.0,556.5039999999999,15.129297222222228,39.46666666666657,6.333333333333331,1.1666666666666665,45.7999999999999,19.0,296.0,19.0,100702.79842010901,63.002251263832,58.89052539187662,0.0,124.0,250.42680000000013,7.6560975000000004,11.655611012200282,269.7385085122004,118.4000000000006,19.0,407.138508512201,1091.1312028126988,0.0,12.0,0.0,21.0,67.0,0.0,0.0,0.0,556.5039999999999,15.129297222222228,39.46666666666657,6.333333333333331,1.1666666666666665,45.7999999999999,19.0,296.0,19.0,100702.79842010901,63.002251263832,58.89052539187662,0.0,114.0,250.42680000000013,7.6560975000000004,11.655611012200282,269.7385085122004,118.4000000000006,19.0,407.138508512201,1091.1312028126988,0.0,12.0,0.0,21.0,60.0,8942.250141416695,0,3
fixed,abrupt_behavior_change,17,40.0,403.0,2271.699825936693,513.4719999999999,16.6766013888889,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,17.0,119057.06974388039,74.48515374366893,73.49201836041999,1.0,11.0,231.06239999999997,33.011145,14.155389021792244,278.2289340217922,118.80000000000061,18.0,415.0289340217928,1112.2775431784048,0.0,0.0,0.0,0.0,8.0,40.0,403.0,2271.699825936693,513.4719999999999,16.6766013888889,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,17.0,119057.06974388039,74.48515374366893,73.49201836041999,1.0,11.0,231.06239999999997,33.011145,14.155389021792244,278.2289340217922,118.80000000000061,18.0,415.0289340217928,1112.2775431784048,0.0,0.0,0.0,0.0,8.0,11554.383780867847,0,3
smart,abrupt_behavior_change,17,2.0,11.0,95.83155238870484,776.8139999999994,20.759562500000012,49.466666666666534,8.33333333333333,0.8333333333333333,57.79999999999986,25.0,371.0,58.0,126277.72151873895,63.03170685771133,56.1234317861062,0.0,127.0,349.56629999999984,7.547445000000001,16.007440103711925,373.12118510371175,148.40000000000103,25.0,546.5211851037128,1464.6767760779503,0.0,20.0,0.0,14.0,73.0,2.0,11.0,95.83155238870484,776.8139999999994,20.759562500000012,49.466666666666534,8.33333333333333,0.8333333333333333,57.79999999999986,25.0,371.0,58.0,126277.72151873895,63.03170685771133,56.1234317861062,0.0,117.0,349.56629999999984,7.547445000000001,16.007440103711925,373.12118510371175,148.40000000000103,25.0,546.5211851037128,1464.6767760779503,0.0,20.0,0.0,14.0,66.0,6509.6002795573295,0,3
fixed,traffic_disruption,17,0.0,0.0,0.0,493.56999999999994,21.50139937500001,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,50.0,96762.013231966,60.33296747223224,63.24314590324576,0.0,11.0,222.10649999999993,117.98727862500002,15.484407696590452,355.57818632159035,118.80000000000061,17.0,491.378186321591,1316.893539341864,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,493.56999999999994,21.50139937500001,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,50.0,96762.013231966,60.33296747223224,63.24314590324576,0.0,11.0,222.10649999999993,117.98727862500002,15.484407696590452,355.57818632159035,118.80000000000061,17.0,491.378186321591,1316.893539341864,0.0,0.0,0.0,0.0,8.0,7872.083122536126,0,3
smart,traffic_disruption,17,0.0,0.0,0.0,663.8440000000002,25.738612500000013,40.13333333333323,6.999999999999997,0.6666666666666666,47.13333333333323,21.0,301.0,45.0,100694.70961554631,61.95072573861586,53.27762413520969,0.0,147.0,298.72980000000007,129.77369662499996,17.229146797136497,445.7326434221365,120.40000000000063,21.0,587.1326434221371,1573.5154843713276,0.0,17.0,0.0,5.0,82.0,0.0,0.0,0.0,663.8440000000002,25.738612500000013,40.13333333333323,6.999999999999997,0.6666666666666666,47.13333333333323,21.0,301.0,45.0,100694.70961554631,61.95072573861586,53.27762413520969,0.0,137.0,298.72980000000007,129.77369662499996,17.229146797136497,445.7326434221365,120.40000000000063,21.0,587.1326434221371,1573.5154843713276,0.0,17.0,0.0,5.0,75.0,3939.3867389558172,0,3
fixed,sensor_failure,17,0.0,0.0,0.0,494.4659999999999,16.295561111111116,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,50.0,96729.24895764809,60.312538320020025,63.22173134486803,0.0,134.0,222.50969999999992,32.71556250000002,11.561598076401726,266.78686057640164,118.80000000000061,17.0,402.5868605764023,1078.9327863447581,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,494.4659999999999,16.295561111111116,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,50.0,96729.24895764809,60.312538320020025,63.22173134486803,0.0,134.0,222.50969999999992,32.71556250000002,11.561598076401726,266.78686057640164,118.80000000000061,17.0,402.5868605764023,1078.9327863447581,0.0,0.0,0.0,0.0,9.0,7904.847396854052,0,3
smart,sensor_failure,17,8.0,37.0,160.2357990039368,1032.7669999999991,29.165866666666677,35.599999999999916,11.000000000000002,0.0,46.599999999999916,33.0,267.0,29.0,95871.48803598054,66.49430436675028,32.279962301676946,0.0,1612.0,464.7451499999994,35.41781250000002,12.238424341803608,512.4013868418031,106.80000000000044,33.0,652.2013868418035,1747.8997167360335,0.0,33.0,0.0,6.0,114.0,8.0,37.0,160.2357990039368,1032.7669999999991,29.165866666666677,35.599999999999916,11.000000000000002,0.0,46.599999999999916,33.0,267.0,29.0,95871.48803598054,66.49430436675028,32.279962301676946,0.0,1435.0,464.7451499999994,35.41781250000002,12.238424341803608,512.4013868418031,106.80000000000044,33.0,652.2013868418035,1747.8997167360335,0.0,33.0,0.0,6.0,102.0,8602.37251951766,0,3
fixed,reduced_truck_capacity,17,5.0,181.0,723.4143171968291,515.1809999999998,16.49079583333334,38.93333333333324,5.999999999999998,1.5,44.93333333333324,18.0,292.0,45.0,96045.20978981239,60.91147246943959,91.21102544141728,5.0,11.0,231.8314499999999,31.457677500000017,18.023506420731135,281.31263392073106,116.80000000000058,18.0,416.11263392073164,1115.1818589075608,0.0,0.0,3.0,0.0,8.0,5.0,181.0,723.4143171968291,515.1809999999998,16.49079583333334,38.93333333333324,5.999999999999998,1.5,44.93333333333324,18.0,292.0,45.0,96045.20978981239,60.91147246943959,91.21102544141728,5.0,11.0,231.8314499999999,31.457677500000017,18.023506420731135,281.31263392073106,116.80000000000058,18.0,416.11263392073164,1115.1818589075608,0.0,0.0,3.0,0.0,8.0,7865.472247492978,0,3
smart,reduced_truck_capacity,17,1.0,6.0,41.78889476664551,659.0009999999999,17.65518611111111,39.9999999999999,7.666666666666663,1.5,47.666666666666565,23.0,300.0,36.0,99414.02018380379,61.3666791258048,73.88630262638706,0.0,119.0,296.55045000000007,7.321612500000002,17.2196729520874,321.0917354520875,120.00000000000063,23.0,464.09173545208813,1243.7658510115962,0.0,14.0,0.0,24.0,64.0,1.0,6.0,41.78889476664551,659.0009999999999,17.65518611111111,39.9999999999999,7.666666666666663,1.5,47.666666666666565,23.0,300.0,36.0,99414.02018380379,61.3666791258048,73.88630262638706,0.0,109.0,296.55045000000007,7.321612500000002,17.2196729520874,321.0917354520875,120.00000000000063,23.0,464.09173545208813,1243.7658510115962,0.0,14.0,0.0,24.0,57.0,5178.287275931762,0,3
fixed,combined_demand_operational_stress,17,109.0,7821.0,61009.0893957438,463.3819999999997,20.048364375000016,27.333333333333275,5.999999999999998,1.5,33.33333333333327,18.0,204.0,0.0,99576.3420676698,90.3924673816901,94.56442741469117,93.0,134.0,208.5219,114.05914200000001,23.213483828111357,345.7945258281114,82.00000000000009,18.0,445.79452582811143,1194.7293292193388,0.0,0.0,9.0,0.0,9.0,109.0,7821.0,61009.0893957438,463.3819999999997,20.048364375000016,27.333333333333275,5.999999999999998,1.5,33.33333333333327,18.0,204.0,0.0,99576.3420676698,90.3924673816901,94.56442741469117,93.0,134.0,208.5219,114.05914200000001,23.213483828111357,345.7945258281114,82.00000000000009,18.0,445.79452582811143,1194.7293292193388,0.0,0.0,9.0,0.0,9.0,15299.128367207857,0,3
smart,combined_demand_operational_stress,17,44.0,463.0,4847.423250898103,1586.7179999999998,60.206953124999984,57.866666666666504,17.33333333333334,0.6666666666666666,75.19999999999985,52.0,434.0,58.0,164064.78717434712,70.00545621025218,53.9331976247032,0.0,1190.0,714.0230999999997,312.83591175000015,42.43014323993942,1069.2891549899393,173.6000000000014,52.0,1294.8891549899408,3470.3029353730417,0.0,48.0,0.0,37.0,83.0,44.0,463.0,4847.423250898103,1514.2799999999995,57.25682999999998,54.39999999999985,16.666666666666675,0.6666666666666666,71.06666666666652,50.0,408.0,58.0,154036.18911932924,69.91475541000777,52.66194499806128,0.0,1013.0,681.4259999999997,297.28168087500023,39.372472704843695,1018.0801535798437,163.20000000000124,50.0,1231.2801535798449,3299.8308115939844,0.0,46.0,0.0,37.0,71.0,6972.349405376384,0,3
fixed,normal_patterned,18,1.0,117.0,662.6377322886078,493.57,16.200516666666672,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,295.0,35.0,103385.8657100682,64.90010402389714,67.57246124841059,2.0,9.0,222.10649999999993,32.271210000000025,12.330407989791416,266.7081179897914,118.80000000000061,17.0,402.508117989792,1078.7217562126427,0.0,0.0,0.0,0.0,5.0,1.0,117.0,662.6377322886078,493.57,16.200516666666672,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,295.0,35.0,103385.8657100682,64.90010402389714,67.57246124841059,2.0,9.0,222.10649999999993,32.271210000000025,12.330407989791416,266.7081179897914,118.80000000000061,17.0,402.508117989792,1078.7217562126427,0.0,0.0,0.0,0.0,5.0,10544.05155350991,0,3
smart,normal_patterned,18,0.0,0.0,0.0,718.8399999999998,20.047115277777777,43.73333333333322,7.666666666666663,0.8333333333333333,51.399999999999885,23.0,328.0,41.0,111644.18405637908,63.03307591258985,53.93438843303337,0.0,132.0,323.4779999999999,18.818572500000005,13.751609528890087,356.04818202889,131.20000000000078,23.0,510.24818202889077,1367.4651278374274,0.0,18.0,0.0,14.0,75.0,0.0,0.0,0.0,718.8399999999998,20.047115277777777,43.73333333333322,7.666666666666663,0.8333333333333333,51.399999999999885,23.0,328.0,41.0,111644.18405637908,63.03307591258985,53.93438843303337,0.0,120.0,323.4779999999999,18.818572500000005,13.751609528890087,356.04818202889,131.20000000000078,23.0,510.24818202889077,1367.4651278374274,0.0,18.0,0.0,14.0,68.0,2948.370939487595,0,3
fixed,high_demand_seasonal,18,116.0,1201.0,8206.679489316735,518.7029999999999,16.570036111111122,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,144620.52811449507,90.47830837993932,89.2719309348735,1.0,9.0,233.41634999999997,31.492732500000024,17.741063525614134,282.65014602561416,118.80000000000061,18.0,419.4501460256148,1124.1263913486478,0.0,0.0,0.0,0.0,5.0,113.0,1189.0,8133.923736107979,518.7029999999999,16.570036111111122,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,144620.52811449507,90.47830837993932,89.2719309348735,1.0,9.0,233.41634999999997,31.492732500000024,17.741063525614134,282.65014602561416,118.80000000000061,18.0,419.4501460256148,1124.1263913486478,0.0,0.0,0.0,0.0,5.0,15863.053030494008,0,3
smart,high_demand_seasonal,18,3.0,12.0,83.63196064515193,1045.3110000000001,30.346180555555563,57.866666666666504,10.666666666666668,0.8333333333333333,68.53333333333318,32.0,434.0,71.0,157445.87752292986,67.18120734038654,54.668707473239536,0.0,137.0,470.3899499999992,32.28943500000002,20.657714827419564,523.3370998274188,173.6000000000014,32.0,728.9370998274202,1953.5514275374862,0.0,27.0,0.0,11.0,78.0,3.0,12.0,83.63196064515193,989.2320000000001,28.55839583333334,53.46666666666652,10.0,0.6666666666666666,63.46666666666652,30.0,401.0,71.0,145115.372931573,67.01550426321828,53.74643441910111,0.0,128.0,445.1543999999992,28.72127250000001,19.24240802983288,493.11808052983207,160.4000000000012,30.0,683.5180805298332,1831.8284558199532,0.0,26.0,0.0,9.0,72.0,11160.751150730766,0,3
fixed,event_heavy,18,0.0,0.0,0.0,492.674,16.10547222222223,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,44.0,99709.35319877688,62.17069035963137,65.16951189462542,0.0,9.0,221.70329999999993,31.826857500000028,11.909914524588645,265.4400720245886,118.80000000000061,17.0,401.24007202458915,1075.323393025899,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,492.674,16.10547222222223,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,297.0,44.0,99709.35319877688,62.17069035963137,65.16951189462542,0.0,9.0,221.70329999999993,31.826857500000028,11.909914524588645,265.4400720245886,118.80000000000061,17.0,401.24007202458915,1075.323393025899,0.0,0.0,0.0,0.0,5.0,9812.304840938263,0,3
smart,event_heavy,18,0.0,0.0,0.0,733.1239999999995,21.096702777777793,41.46666666666656,7.9999999999999964,0.6666666666666666,49.466666666666555,24.0,311.0,35.0,107435.11145603975,63.972318361343106,49.73847752594433,0.0,137.0,329.9058,21.958335000000012,13.412424656150074,365.2765596561501,124.40000000000069,24.0,513.6765596561507,1376.653179878484,0.0,20.0,0.0,9.0,78.0,0.0,0.0,0.0,733.1239999999995,21.096702777777793,41.46666666666656,7.9999999999999964,0.6666666666666666,49.466666666666555,24.0,311.0,35.0,107435.11145603975,63.972318361343106,49.73847752594433,0.0,125.0,329.9058,21.958335000000012,13.412424656150074,365.2765596561501,124.40000000000069,24.0,513.6765596561507,1376.653179878484,0.0,20.0,0.0,9.0,71.0,2086.5465836754374,0,3
fixed,persistent_multi_day_surge,18,63.0,583.0,4388.655611761287,518.03,16.722219444444452,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,23.0,119731.45082734997,74.6548514947936,73.90830297984566,0.0,9.0,233.11349999999996,32.36337000000002,14.596689199115373,280.0735591991153,118.80000000000061,18.0,416.8735591991159,1117.2211386536308,0.0,0.0,0.0,0.0,5.0,63.0,583.0,4388.655611761287,518.03,16.722219444444452,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,23.0,119731.45082734997,74.6548514947936,73.90830297984566,0.0,9.0,233.11349999999996,32.36337000000002,14.596689199115373,280.0735591991153,118.80000000000061,18.0,416.8735591991159,1117.2211386536308,0.0,0.0,0.0,0.0,5.0,10544.05155350991,0,3
smart,persistent_multi_day_surge,18,3.0,12.0,105.49818346863026,840.3649999999999,23.765645833333327,50.399999999999864,9.333333333333332,1.1666666666666665,59.73333333333319,28.0,377.0,33.0,132602.66457897567,65.13540847773635,52.620104991657016,1.0,128.0,378.1642499999999,19.69578,16.640255572502916,414.50028557250283,151.20000000000107,28.0,593.7002855725038,1591.1167653343105,0.0,21.0,0.0,12.0,75.0,3.0,12.0,105.49818346863026,840.3649999999999,23.765645833333327,50.399999999999864,9.333333333333332,1.1666666666666665,59.73333333333319,28.0,377.0,33.0,132602.66457897567,65.13540847773635,52.620104991657016,1.0,116.0,378.1642499999999,19.69578,16.640255572502916,414.50028557250283,151.20000000000107,28.0,593.7002855725038,1591.1167653343105,0.0,21.0,0.0,12.0,68.0,1955.9952301769167,0,3
fixed,localized_surge,18,13.0,253.0,1770.2366463638803,511.713,16.457563888888895,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,30.0,108179.45861547656,67.90926466759358,66.77744358980034,2.0,9.0,230.27084999999994,32.67463500000001,13.21916770978307,276.164652709783,118.80000000000061,18.0,412.96465270978365,1106.7452692622203,0.0,0.0,0.0,0.0,5.0,13.0,253.0,1770.2366463638803,511.713,16.457563888888895,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,30.0,108179.45861547656,67.90926466759358,66.77744358980034,2.0,9.0,230.27084999999994,32.67463500000001,13.21916770978307,276.164652709783,118.80000000000061,18.0,412.96465270978365,1106.7452692622203,0.0,0.0,0.0,0.0,5.0,10544.05155350991,0,3
smart,localized_surge,18,4.0,9.0,65.86357908219316,734.9449999999996,20.02207916666667,42.79999999999989,7.9999999999999964,0.8333333333333333,50.79999999999988,24.0,321.0,46.0,110720.00652045605,63.87447012833507,51.25926227798892,0.0,128.0,330.72524999999996,9.20844,13.572378129734131,353.5060681297341,128.40000000000074,24.0,505.9060681297349,1355.8282625876896,0.0,19.0,0.0,13.0,74.0,4.0,9.0,65.86357908219316,734.9449999999996,20.02207916666667,42.79999999999989,7.9999999999999964,0.8333333333333333,50.79999999999988,24.0,321.0,46.0,110720.00652045605,63.87447012833507,51.25926227798892,0.0,116.0,330.72524999999996,9.20844,13.572378129734131,353.5060681297341,128.40000000000074,24.0,505.9060681297349,1355.8282625876896,0.0,19.0,0.0,13.0,67.0,9707.87671581211,0,3
fixed,gradual_upward_trend,18,3.0,98.0,551.5385698746977,490.017,15.820377777777786,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,295.0,29.0,108027.96412945988,67.81416455082221,70.60651250291495,2.0,9.0,220.50764999999996,30.52800000000002,12.92997517543267,263.96562517543265,118.80000000000061,17.0,399.76562517543323,1071.371875470161,0.0,0.0,0.0,0.0,5.0,3.0,98.0,551.5385698746977,490.017,15.820377777777786,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,295.0,29.0,108027.96412945988,67.81416455082221,70.60651250291495,2.0,9.0,220.50764999999996,30.52800000000002,12.92997517543267,263.96562517543265,118.80000000000061,17.0,399.76562517543323,1071.371875470161,0.0,0.0,0.0,0.0,5.0,11645.63648929273,0,3
smart,gradual_upward_trend,18,2.0,5.0,16.346256933741188,740.6679999999998,21.70711805555556,43.59999999999989,8.33333333333333,0.9999999999999999,51.933333333333216,25.0,327.0,41.0,114033.39916788232,64.5788872850166,50.68151074128103,0.0,124.0,333.30059999999986,24.990615000000005,14.201264699010423,372.4924796990103,130.80000000000078,25.0,528.2924796990111,1415.82384559335,0.0,19.0,0.0,15.0,72.0,2.0,5.0,16.346256933741188,740.6679999999998,21.70711805555556,43.59999999999989,8.33333333333333,0.9999999999999999,51.933333333333216,25.0,327.0,41.0,114033.39916788232,64.5788872850166,50.68151074128103,0.0,112.0,333.30059999999986,24.990615000000005,14.201264699010423,372.4924796990103,130.80000000000078,25.0,528.2924796990111,1415.82384559335,0.0,19.0,0.0,15.0,65.0,6175.393763811186,0,3
fixed,abrupt_behavior_change,18,57.0,574.0,4025.6126265393027,512.4029999999998,16.693077777777784,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,3.0,125713.35247879484,78.9161032509698,77.60083486345361,2.0,9.0,230.5813499999999,32.370030000000014,15.084161142083307,278.0355411420832,118.80000000000061,18.0,414.8355411420838,1111.7592502607847,0.0,0.0,0.0,0.0,5.0,57.0,574.0,4025.6126265393027,512.4029999999998,16.693077777777784,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,295.0,3.0,125713.35247879484,78.9161032509698,77.60083486345361,2.0,9.0,230.5813499999999,32.370030000000014,15.084161142083307,278.0355411420832,118.80000000000061,18.0,414.8355411420838,1111.7592502607847,0.0,0.0,0.0,0.0,5.0,15209.798160039254,0,3
smart,abrupt_behavior_change,18,2.0,3.0,8.108023714135243,850.3799999999992,23.106708333333337,53.86666666666652,8.999999999999998,0.9999999999999999,62.86666666666652,27.0,404.0,52.0,139494.53012940404,63.94138711468832,57.40515643185351,0.0,121.0,382.6709999999994,13.439115000000001,17.19496954786308,413.3050845478625,161.60000000000122,27.0,601.9050845478637,1613.1056265882748,0.0,21.0,0.0,15.0,71.0,2.0,3.0,8.108023714135243,850.3799999999992,23.106708333333337,53.86666666666652,8.999999999999998,0.9999999999999999,62.86666666666652,27.0,404.0,52.0,139494.53012940404,63.94138711468832,57.40515643185351,0.0,109.0,382.6709999999994,13.439115000000001,17.19496954786308,413.3050845478625,161.60000000000122,27.0,601.9050845478637,1613.1056265882748,0.0,21.0,0.0,15.0,64.0,5446.125112255254,0,3
fixed,traffic_disruption,18,1.0,118.0,667.9288958928955,493.57,21.44731500000001,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,295.0,36.0,103443.85318557615,64.93650545233905,67.6103615592001,2.0,9.0,222.10649999999993,117.04787100000003,16.525331314397715,355.6797023143977,118.80000000000061,17.0,491.4797023143983,1317.1656022025875,0.0,0.0,0.0,0.0,5.0,1.0,118.0,667.9288958928955,493.57,21.44731500000001,39.5999999999999,5.666666666666665,1.3333333333333333,45.266666666666566,17.0,295.0,36.0,103443.85318557615,64.93650545233905,67.6103615592001,2.0,9.0,222.10649999999993,117.04787100000003,16.525331314397715,355.6797023143977,118.80000000000061,17.0,491.4797023143983,1317.1656022025875,0.0,0.0,0.0,0.0,5.0,10480.77291439769,0,3
