policy,scenario,replication,overflow_incidents,overflow_bin_hours,overflow_spilled_kg,distance_km,travel_time_hours,service_time_hours,depot_unloading_time_hours,turnaround_time_hours,idling_time_hours,collection_trips,collection_stops,wasted_pickups,collected_kg,mean_fill_at_collection_pct,truck_utilization_pct,unserved_required_bins,inspection_events,base_driving_fuel_l,traffic_fuel_penalty_l,payload_fuel_penalty_l,driving_fuel_l,collection_idle_fuel_l,depot_idle_fuel_l,fuel_l,co2_kg,routing_fallbacks,overflow_incidents_post_warmup,overflow_bin_hours_post_warmup,overflow_spilled_kg_post_warmup,distance_km_post_warmup,travel_time_hours_post_warmup,service_time_hours_post_warmup,depot_unloading_time_hours_post_warmup,turnaround_time_hours_post_warmup,idling_time_hours_post_warmup,collection_trips_post_warmup,collection_stops_post_warmup,wasted_pickups_post_warmup,collected_kg_post_warmup,mean_fill_at_collection_pct_post_warmup,truck_utilization_pct_post_warmup,unserved_required_bins_post_warmup,inspection_events_post_warmup,base_driving_fuel_l_post_warmup,traffic_fuel_penalty_l_post_warmup,payload_fuel_penalty_l_post_warmup,driving_fuel_l_post_warmup,collection_idle_fuel_l_post_warmup,depot_idle_fuel_l_post_warmup,fuel_l_post_warmup,co2_kg_post_warmup,routing_fallbacks_post_warmup,uncollected_kg_at_horizon,unfinished_trip_count,analysis_warmup_days
smart,traffic,15,0.0,0.0,0.0,636.8929999999999,28.119646874999997,45.59999999999988,6.999999999999997,0.16666666666666666,52.59999999999988,21.0,342.0,92.0,109209.3268312185,59.13435500932341,57.78271260911031,0.0,82.0,286.6018499999999,164.3702163750001,19.783176315528898,470.7552426905289,136.80000000000086,21.0,628.5552426905298,1684.52805041062,0.0,0.0,0.0,0.0,611.9499999999997,26.999068124999997,43.73333333333322,6.666666666666664,0.16666666666666666,50.399999999999885,20.0,328.0,80.0,105865.52394291837,59.77050809785361,58.81417996828798,0.0,70.0,275.37749999999994,157.5797613750001,19.228497150227255,452.1857585252273,131.20000000000078,20.0,603.3857585252281,1617.0738328476114,0.0,3829.9558483759934,0,3
fixed,sensor_failure,15,0.0,0.0,0.0,510.9829999999999,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103066.42956065426,64.26389173254411,63.621252815218675,0.0,127.0,229.94234999999992,33.84024750000002,12.082049217003517,275.8646467170035,118.80000000000061,18.0,412.6646467170041,1105.941253201571,0.0,0.0,0.0,0.0,510.9829999999999,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,103066.42956065426,64.26389173254411,63.621252815218675,0.0,127.0,229.94234999999992,33.84024750000002,12.082049217003517,275.8646467170035,118.80000000000061,18.0,412.6646467170041,1105.941253201571,0.0,9972.853118940246,0,3
smart,sensor_failure,15,0.0,0.0,0.0,1274.2009999999993,42.74234722222221,47.86666666666654,14.000000000000007,0.0,61.866666666666546,42.0,359.0,118.0,108197.67924667135,55.812276512262144,28.623724668431574,0.0,860.0,573.3904499999992,111.48239249999997,15.200276567475562,700.0731190674747,143.60000000000096,42.0,885.6731190674757,2373.603959100835,0.0,0.0,0.0,0.0,1234.6389999999992,41.43883194444442,44.66666666666655,13.666666666666673,0.0,58.33333333333322,41.0,335.0,117.0,100769.7424847245,55.704666934618324,27.30887330209336,0.0,770.0,555.5875499999995,108.88456499999998,14.094400228017673,678.5665152280171,134.00000000000082,41.0,853.5665152280179,2287.558260811088,0.0,4841.603432923121,0,3
fixed,truck_capacity,15,8.0,373.0,1604.5452961145047,559.2029999999996,18.24864444444445,39.06666666666657,5.999999999999998,1.5,45.06666666666657,18.0,288.0,0.0,101328.02440742005,65.15433668172585,96.22794340685664,9.0,10.0,251.64134999999993,35.272935,20.097717850597952,307.0120028505979,117.20000000000059,18.0,442.21200285059854,1185.128167639604,1.0,8.0,373.0,1604.5452961145047,559.2029999999996,18.24864444444445,39.06666666666657,5.999999999999998,1.5,45.06666666666657,18.0,288.0,0.0,101328.02440742005,65.15433668172585,96.22794340685664,9.0,10.0,251.64134999999993,35.272935,20.097717850597952,307.0120028505979,117.20000000000059,18.0,442.21200285059854,1185.128167639604,1.0,10106.712976060018,0,3
smart,truck_capacity,15,0.0,0.0,0.0,780.7269999999997,24.847481944444436,43.19999999999989,9.666666666666666,1.5,52.86666666666655,29.0,324.0,62.0,109160.79750105659,62.39185956850514,64.34470822343448,0.0,79.0,351.3271499999998,55.57549500000001,20.49683951377881,427.3994845137786,129.60000000000076,29.0,585.9994845137794,1570.478618496929,0.0,0.0,0.0,0.0,755.7839999999998,24.01742361111111,41.33333333333323,9.333333333333332,1.5,50.66666666666656,28.0,310.0,50.0,105828.72001884265,63.21906811161452,64.60849818000162,0.0,67.0,340.10279999999995,53.45554500000001,19.866876863444972,413.42522186344496,124.00000000000068,28.0,565.4252218634456,1515.3395945940342,0.0,3878.485178537822,0,3
fixed,base,16,0.0,0.0,0.0,511.8789999999999,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102911.26180480557,64.16714166654543,63.52547024987998,0.0,13.0,230.34554999999992,34.28460000000002,12.060341578146236,276.6904915781462,118.80000000000061,18.0,413.4904915781468,1108.1545174294336,0.0,0.0,0.0,0.0,511.8789999999999,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102911.26180480557,64.16714166654543,63.52547024987998,0.0,13.0,230.34554999999992,34.28460000000002,12.060341578146236,276.6904915781462,118.80000000000061,18.0,413.4904915781468,1108.1545174294336,0.0,10087.282573957398,0,3
smart,base,16,0.0,0.0,0.0,624.9039999999998,20.9299263888889,42.39999999999989,6.999999999999997,0.3333333333333333,49.39999999999989,21.0,318.0,75.0,107495.77373775333,62.599448950473665,56.87607076071605,0.0,76.0,281.20679999999993,47.872530000000005,13.681224678454125,342.760554678454,127.20000000000073,21.0,490.96055467845474,1315.7742865382588,0.0,0.0,0.0,0.0,596.2129999999996,19.81508194444446,39.9999999999999,6.666666666666664,0.3333333333333333,46.666666666666565,20.0,300.0,58.0,103148.52855669602,63.67193120783707,57.30473808705335,0.0,66.0,268.29584999999986,45.38675250000001,13.079800018754511,326.76240251875436,120.00000000000063,20.0,466.762402518755,1250.9232387502634,0.0,5502.7706410096625,0,3
fixed,high_demand,16,63.0,527.0,2908.153634394834,510.1319999999999,16.454125000000015,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,146256.4265145586,91.50176833993903,90.28174476207322,1.0,13.0,229.55939999999998,31.652572500000012,17.404671911984625,278.6166444119846,118.80000000000061,18.0,415.4166444119852,1113.3166070241205,0.0,61.0,523.0,2894.237480159159,510.1319999999999,16.454125000000015,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,146256.4265145586,91.50176833993903,90.28174476207322,1.0,13.0,229.55939999999998,31.652572500000012,17.404671911984625,278.6166444119846,118.80000000000061,18.0,415.4166444119852,1113.3166070241205,0.0,14683.30920025289,0,3
smart,high_demand,16,2.0,16.0,94.67234448893782,891.0700000000003,28.811483333333324,60.266666666666495,10.333333333333334,1.1666666666666665,70.59999999999982,31.0,450.0,80.0,152990.4190841319,62.95902019923129,54.83527565739494,2.0,73.0,400.98150000000004,57.62583000000001,19.348722438873864,477.95605243887394,180.8000000000015,31.0,689.7560524388755,1848.5462205361864,0.0,2.0,16.0,94.67234448893782,822.2830000000001,26.433586111111104,55.73333333333318,9.666666666666666,1.1666666666666665,65.39999999999985,29.0,416.0,74.0,142603.24513922274,63.480789324796504,54.6372586740317,2.0,63.0,370.0273499999999,52.070332500000006,17.735276232137082,439.832958732137,167.2000000000013,29.0,636.0329587321382,1704.5683294021305,0.0,10762.797920585386,0,3
fixed,traffic,16,0.0,0.0,0.0,511.8789999999999,22.361175000000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102976.59846505865,64.20788032489007,63.56580152164114,0.0,13.0,230.34554999999992,122.54846625000002,16.118690543700417,369.0127067937004,118.80000000000061,18.0,505.81270679370095,1355.5780542071186,0.0,0.0,0.0,0.0,511.8789999999999,22.361175000000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102976.59846505865,64.20788032489007,63.56580152164114,0.0,13.0,230.34554999999992,122.54846625000002,16.118690543700417,369.0127067937004,118.80000000000061,18.0,505.81270679370095,1355.5780542071186,0.0,10021.945913704303,0,3
smart,traffic,16,0.0,0.0,0.0,636.6259999999999,28.654775625000003,43.066666666666556,6.999999999999997,0.3333333333333333,50.066666666666556,21.0,323.0,79.0,108531.54535675711,62.22425487716832,57.424098072358255,0.0,76.0,286.48169999999993,164.35349662500005,19.159158469767064,469.99435509476706,129.20000000000076,21.0,620.1943550947678,1662.120871653978,0.0,0.0,0.0,0.0,607.9349999999998,27.149735624999998,40.666666666666565,6.666666666666664,0.3333333333333333,47.33333333333323,20.0,305.0,63.0,104157.34695967565,63.2406478200823,57.86519275537536,0.0,66.0,273.57075,156.47886450000004,18.342727448244034,448.39234194824405,122.00000000000065,20.0,590.3923419482447,1582.251476421296,0.0,4466.999022005954,0,3
fixed,sensor_failure,16,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102911.26180480562,64.16714166654545,63.525470249880016,0.0,132.0,230.3455499999999,34.28460000000002,12.063538992031358,276.69368899203124,118.80000000000061,18.0,413.4936889920318,1108.1630864986453,0.0,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102911.26180480562,64.16714166654545,63.525470249880016,0.0,132.0,230.3455499999999,34.28460000000002,12.063538992031358,276.69368899203124,118.80000000000061,18.0,413.4936889920318,1108.1630864986453,0.0,10087.282573957398,0,3
smart,sensor_failure,16,0.0,0.0,0.0,1238.625999999999,42.70994166666664,48.666666666666536,13.666666666666673,0.0,62.33333333333321,41.0,365.0,150.0,108430.21597415929,55.01279349272418,29.384882377820947,0.0,863.0,557.3816999999997,108.94873499999993,14.778993083544066,681.1094280835437,146.000000000001,41.0,868.1094280835447,2326.5332672638997,0.0,0.0,0.0,0.0,1210.3949999999995,41.78726805555552,47.46666666666654,13.33333333333334,0.0,60.79999999999988,40.0,356.0,141.0,106251.28247823541,55.270121971616454,29.514245132843172,0.0,770.0,544.6777499999996,106.77073499999993,14.49315624221395,665.9416412422134,142.40000000000094,40.0,848.3416412422143,2273.5555985291344,0.0,4568.328404603625,0,3
fixed,truck_capacity,16,4.0,369.0,1775.367246306675,536.9789999999997,17.555970833333337,39.333333333333236,5.999999999999998,1.5,45.333333333333236,18.0,290.0,0.0,101078.78741877642,64.54584126358652,95.99125110994912,7.0,13.0,241.64054999999985,34.15315500000003,19.103794922097453,294.8974999220973,118.0000000000006,18.0,430.89749992209795,1154.8052997912225,0.0,4.0,369.0,1775.367246306675,536.9789999999997,17.555970833333337,39.333333333333236,5.999999999999998,1.5,45.333333333333236,18.0,290.0,0.0,101078.78741877642,64.54584126358652,95.99125110994912,7.0,13.0,241.64054999999985,34.15315500000003,19.103794922097453,294.8974999220973,118.0000000000006,18.0,430.89749992209795,1154.8052997912225,0.0,10144.389713679899,0,3
smart,truck_capacity,16,0.0,0.0,0.0,738.1689999999998,23.465543055555568,41.06666666666656,8.999999999999998,1.3333333333333333,50.06666666666656,27.0,307.0,77.0,103758.81945175299,62.58826122074613,65.69092716160367,1.0,75.0,332.1760499999999,53.41200750000003,18.70154074485987,404.2895982448598,123.20000000000067,27.0,554.4895982448604,1486.032123296226,0.0,0.0,0.0,0.0,709.4779999999997,22.350698611111124,38.66666666666657,8.666666666666664,1.3333333333333333,47.333333333333236,26.0,289.0,60.0,99411.57427069567,63.70086778847599,65.359351920247,1.0,65.0,319.2651000000001,50.92623000000003,17.7762720376297,387.96760203762983,116.00000000000057,26.0,529.9676020376304,1420.3131734608496,0.0,9239.724927010031,0,3
fixed,base,17,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102395.48936010039,63.84554767433612,63.20709219759283,0.0,10.0,230.7487499999999,34.72895250000003,11.997744213064339,277.47544671306423,118.80000000000061,18.0,414.27544671306487,1110.258197191014,0.0,0.0,0.0,0.0,512.7749999999999,16.987137500000006,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,0.0,102395.48936010039,63.84554767433612,63.20709219759283,0.0,10.0,230.7487499999999,34.72895250000003,11.997744213064339,277.47544671306423,118.80000000000061,18.0,414.27544671306487,1110.258197191014,0.0,9870.39997639359,0,3
smart,base,17,0.0,0.0,0.0,676.4439999999996,21.88192083333334,43.999999999999886,7.666666666666663,0.6666666666666666,51.66666666666655,23.0,330.0,70.0,106944.96759332051,60.01401099512938,51.66423555232875,0.0,78.0,304.3997999999999,47.01195,13.45018473642753,364.86193473642743,132.0000000000008,23.0,519.8619347364282,1393.2299850936276,0.0,0.0,0.0,0.0,630.2039999999997,20.45391944444445,39.9999999999999,7.33333333333333,0.5,47.33333333333323,21.0,300.0,69.0,97396.79492639929,60.12147834962923,51.53269572825359,0.0,71.0,283.5917999999999,45.275782500000005,12.731561279452887,341.5991437794528,120.00000000000063,22.0,483.5991437794534,1296.0457053289351,0.0,5320.921743173359,0,3
fixed,high_demand,17,61.0,414.0,2303.1639339750573,513.3449999999998,16.501670833333346,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,146007.0787663317,91.34576999895623,90.12782639897019,1.0,10.0,231.00524999999996,31.589077500000016,17.55521869444783,280.1495461944478,118.80000000000061,18.0,416.94954619444843,1117.4247838011217,0.0,60.0,413.0,2301.18698227584,513.3449999999998,16.501670833333346,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,146007.0787663317,91.34576999895623,90.12782639897019,1.0,10.0,231.00524999999996,31.589077500000016,17.55521869444783,280.1495461944478,118.80000000000061,18.0,416.94954619444843,1117.4247838011217,0.0,14475.296837609461,0,3
smart,high_demand,17,0.0,0.0,0.0,900.1109999999996,29.740631944444452,62.39999999999982,9.666666666666666,0.5,72.06666666666649,29.0,466.0,121.0,154970.77078719228,61.584315207118095,59.37577424796639,2.0,76.0,405.0499499999995,67.70279249999997,21.488496686389695,494.2412391863892,187.20000000000158,29.0,710.4412391863907,1903.9825210195272,0.0,0.0,0.0,0.0,844.0219999999996,27.935729166666682,57.99999999999984,8.999999999999998,0.3333333333333333,66.99999999999983,27.0,434.0,117.0,145207.86791903872,61.9593223754218,59.75632424651799,1.0,69.0,379.80989999999963,64.2714975,20.220195763806167,464.3015932638058,174.0000000000014,27.0,665.3015932638071,1783.0082699470033,0.0,7814.768750724141,0,3
fixed,traffic,17,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102448.0401691862,63.87831410973077,63.23953096863346,0.0,10.0,230.7487499999999,123.63409687500001,16.01104652506851,370.39389340006846,118.80000000000061,18.0,507.1938934000691,1359.2796343121852,0.0,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102448.0401691862,63.87831410973077,63.23953096863346,0.0,10.0,230.7487499999999,123.63409687500001,16.01104652506851,370.39389340006846,118.80000000000061,18.0,507.1938934000691,1359.2796343121852,0.0,9817.849167307688,0,3
smart,traffic,17,0.0,0.0,0.0,677.0849999999997,29.303581875000024,43.999999999999886,7.666666666666663,0.6666666666666666,51.66666666666655,23.0,330.0,69.0,106982.50959989702,60.03507833888723,51.68237178738987,0.0,78.0,304.6882499999999,168.23151562500013,17.97746243163791,490.89722805663797,132.0000000000008,23.0,645.8972280566388,1731.0045711917921,0.0,0.0,0.0,0.0,633.2109999999999,27.45895500000002,40.3999999999999,7.33333333333333,0.5,47.73333333333323,21.0,303.0,69.0,98374.72287895741,60.12389859366668,52.05011792537429,0.0,71.0,284.94494999999995,158.97753450000013,17.096907469401238,461.01939196940134,121.20000000000064,22.0,604.219391969402,1619.3079704779973,0.0,5283.379736596898,0,3
fixed,sensor_failure,17,0.0,0.0,0.0,510.9829999999999,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102282.23474732412,63.774931255346054,63.137181942792665,0.0,142.0,229.94234999999992,33.84024750000002,11.993925491143719,275.7765229911437,118.80000000000061,18.0,412.5765229911443,1105.7050816162669,0.0,0.0,0.0,0.0,510.9829999999999,16.79704861111112,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102282.23474732412,63.774931255346054,63.137181942792665,0.0,142.0,229.94234999999992,33.84024750000002,11.993925491143719,275.7765229911437,118.80000000000061,18.0,412.5765229911443,1105.7050816162669,0.0,9983.65458916984,0,3
smart,sensor_failure,17,0.0,0.0,0.0,1280.4589999999994,43.1153888888889,47.733333333333206,14.333333333333341,0.0,62.06666666666655,43.0,358.0,132.0,106131.51107644809,54.8993953426692,27.424163068849637,0.0,852.0,576.2065499999994,114.84071999999989,15.14934893971677,706.1966189397161,143.20000000000095,43.0,892.3966189397171,2391.622938758442,0.0,0.0,0.0,0.0,1244.169999999999,41.85738055555558,45.866666666666546,14.000000000000007,0.0,59.86666666666655,42.0,344.0,131.0,101765.11865874489,54.78311727968609,26.921989063160026,0.0,768.0,559.8764999999994,111.51656999999989,14.575378442277902,685.9684484422772,137.60000000000088,42.0,865.5684484422782,2319.7234418253056,0.0,6134.378260045825,0,3
fixed,truck_capacity,17,6.0,281.0,1271.6627111340695,568.9199999999997,18.200880555555567,39.06666666666657,5.999999999999998,1.5,45.06666666666657,18.0,290.0,3.0,101053.00738203862,64.5293789157335,95.96676864391131,7.0,10.0,256.01399999999995,34.545915000000015,21.362181629163825,311.92209662916383,117.20000000000059,18.0,447.1220966291644,1198.2872189661607,1.0,6.0,281.0,1271.6627111340695,568.9199999999997,18.200880555555567,39.06666666666657,5.999999999999998,1.5,45.06666666666657,18.0,290.0,3.0,101053.00738203862,64.5293789157335,95.96676864391131,7.0,10.0,256.01399999999995,34.545915000000015,21.362181629163825,311.92209662916383,117.20000000000059,18.0,447.1220966291644,1198.2872189661607,1.0,9941.219243321211,0,3
smart,truck_capacity,17,0.0,0.0,0.0,743.8549999999994,23.96731250000002,45.19999999999988,8.999999999999998,1.5,54.19999999999988,27.0,337.0,83.0,109512.61589247143,60.17837998267473,69.33372326209017,2.0,73.0,334.7347500000001,45.906299999999995,19.880995980124492,400.5220459801246,135.60000000000085,27.0,563.1220459801254,1509.1670832267364,0.0,0.0,0.0,0.0,697.6149999999996,22.53931111111113,41.199999999999896,8.666666666666664,1.3333333333333333,49.86666666666656,25.0,307.0,82.0,99966.76589203729,60.30086011101301,68.35334419968362,2.0,66.0,313.9267499999999,44.1701325,18.77594925092328,376.87283175092324,123.60000000000068,26.0,526.4728317509239,1410.947189092476,0.0,2753.273444022482,0,3
fixed,base,18,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102629.01938247545,63.99115811352761,63.35124653239225,0.0,13.0,230.3455499999999,34.28460000000002,12.042821254741433,276.67297125474136,118.80000000000061,18.0,413.472971254742,1108.1075629627087,0.0,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102629.01938247545,63.99115811352761,63.35124653239225,0.0,13.0,230.3455499999999,34.28460000000002,12.042821254741433,276.67297125474136,118.80000000000061,18.0,413.472971254742,1108.1075629627087,0.0,10176.764526043504,0,3
smart,base,18,0.0,0.0,0.0,650.2680000000001,21.37575000000001,42.39999999999989,7.33333333333333,0.16666666666666666,49.73333333333322,22.0,318.0,63.0,107794.86066885288,62.773620235763396,54.44184882265297,0.0,84.0,292.62059999999997,51.03791999999998,14.269142693621363,357.9276626936213,127.20000000000073,22.0,507.127662693622,1359.102136018907,0.0,0.0,0.0,0.0,623.3720000000001,20.446286111111124,40.3999999999999,6.999999999999997,0.16666666666666666,47.3999999999999,21.0,303.0,51.0,104188.18819004724,63.67692714218752,55.126025497379494,0.0,74.0,280.51739999999995,48.698257499999976,13.781736429578052,342.997393929578,121.20000000000064,21.0,485.19739392957865,1300.3290157312708,0.0,5010.923239666231,0,3
fixed,high_demand,18,58.0,464.0,2670.7366863456114,511.62499999999983,16.532970833333344,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,146037.6574491199,91.36490080650641,90.14670212908635,1.0,13.0,230.23124999999996,31.747950000000017,17.528168961397974,279.50736896139796,118.80000000000061,18.0,416.30736896139854,1115.703748816548,0.0,54.0,449.0,2569.7882882632925,511.62499999999983,16.532970833333344,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,296.0,0.0,146037.6574491199,91.36490080650641,90.14670212908635,1.0,13.0,230.23124999999996,31.747950000000017,17.528168961397974,279.50736896139796,118.80000000000061,18.0,416.30736896139854,1115.703748816548,0.0,14859.992531887261,0,3
smart,high_demand,18,7.0,12.0,109.13790031021836,910.4779999999998,29.01728472222223,57.466666666666505,10.666666666666668,1.5,68.13333333333317,32.0,430.0,102.0,152604.61011626906,65.721192987196,52.98771184592676,1.0,82.0,409.71509999999984,56.51136000000002,18.407238732645823,484.6336987326457,172.40000000000137,32.0,689.033698732647,1846.6103126034943,0.0,6.0,11.0,103.15328679484014,828.4849999999999,26.395684722222228,51.99999999999986,10.0,1.3333333333333333,61.99999999999986,29.0,389.0,85.0,139156.2405447472,66.24594903586939,53.31656725852383,1.0,72.0,372.81825,51.47815500000001,16.808274418979476,441.10467941897946,156.00000000000114,30.0,627.1046794189806,1680.6405408428682,0.0,10854.638650773295,0,3
fixed,traffic,18,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102683.5525968625,64.02516061657478,63.384909010408954,0.0,13.0,230.7487499999999,123.63409687500001,16.074948735192386,370.4577956101923,118.80000000000061,18.0,507.25779561019294,1359.4508922353173,0.0,0.0,0.0,0.0,512.7749999999999,22.516008750000008,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102683.5525968625,64.02516061657478,63.384909010408954,0.0,13.0,230.7487499999999,123.63409687500001,16.074948735192386,370.4577956101923,118.80000000000061,18.0,507.25779561019294,1359.4508922353173,0.0,10122.23131165648,0,3
smart,traffic,18,0.0,0.0,0.0,650.2680000000001,28.668476250000005,42.39999999999989,7.33333333333333,0.16666666666666666,49.73333333333322,22.0,318.0,63.0,107857.16767098002,62.80990430408799,54.47331700554547,0.0,84.0,292.62059999999997,169.56998662500013,19.1322362204081,481.3228228454082,127.20000000000073,22.0,630.5228228454089,1689.801165225696,0.0,0.0,0.0,0.0,623.3720000000001,27.41370000000001,40.3999999999999,6.999999999999997,0.16666666666666666,47.3999999999999,21.0,303.0,51.0,104236.80617024367,63.70664110148117,55.15174929642522,0.0,74.0,280.51739999999995,162.17532225000016,18.471876912061735,461.16459916206185,121.20000000000064,21.0,603.3645991620625,1617.0171257543277,0.0,4948.61623753909,0,3
fixed,sensor_failure,18,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102629.5036161454,63.991460042490054,63.35154544206506,0.0,128.0,230.3455499999999,34.28460000000002,12.04229910533488,276.6724491053348,118.80000000000061,18.0,413.4724491053354,1108.106163602299,0.0,0.0,0.0,0.0,511.87899999999985,16.892093055555563,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102629.5036161454,63.991460042490054,63.35154544206506,0.0,128.0,230.3455499999999,34.28460000000002,12.04229910533488,276.6724491053348,118.80000000000061,18.0,413.4724491053354,1108.106163602299,0.0,10176.280292373554,0,3
smart,sensor_failure,18,0.0,0.0,0.0,1213.275,41.191309722222215,48.26666666666654,13.33333333333334,0.0,61.59999999999988,40.0,362.0,147.0,106219.44366874806,54.33775509962555,29.505401019096684,0.0,850.0,545.9737499999995,106.93975499999993,15.028026842810208,667.9415318428097,144.80000000000098,40.0,852.7415318428107,2285.347305338733,0.0,0.0,0.0,0.0,1187.43,40.33006527777778,46.93333333333321,13.000000000000005,0.0,59.933333333333216,39.0,352.0,139.0,103789.30570573044,54.60295965158377,29.569602765165364,0.0,754.0,534.3434999999996,104.92420499999994,14.719503887240803,653.9872088872403,140.80000000000092,39.0,833.7872088872411,2234.5497198178064,0.0,6586.340239770988,0,3
fixed,truck_capacity,18,10.0,501.0,2283.1773556631197,565.2179999999997,17.9350888888889,38.799999999999905,5.999999999999998,1.5,44.799999999999905,18.0,285.0,2.0,100155.63694394607,65.07838657826264,95.11456499899911,12.0,13.0,254.34810000000002,34.52771250000001,21.310836189195246,310.1866486891953,116.40000000000057,18.0,444.58664868919584,1191.492218487045,1.0,10.0,501.0,2283.1773556631197,565.2179999999997,17.9350888888889,38.799999999999905,5.999999999999998,1.5,44.799999999999905,18.0,285.0,2.0,100155.63694394607,65.07838657826264,95.11456499899911,12.0,13.0,254.34810000000002,34.52771250000001,21.310836189195246,310.1866486891953,116.40000000000057,18.0,444.58664868919584,1191.492218487045,1.0,10366.969608909803,0,3
smart,truck_capacity,18,0.0,0.0,0.0,771.4709999999994,24.764362499999997,43.19999999999989,9.333333333333332,1.1666666666666665,52.53333333333322,28.0,324.0,79.0,103776.66168885006,59.31450713811732,63.35571531675828,0.0,81.0,347.16195,57.62220749999999,19.855819445121632,424.63997694512165,129.60000000000076,28.0,582.2399769451224,1560.403138212928,0.0,0.0,0.0,0.0,744.5749999999996,23.834898611111107,41.199999999999896,8.999999999999998,1.1666666666666665,50.199999999999896,27.0,309.0,67.0,100169.98921004443,60.03235599307467,63.418796587555825,0.0,71.0,335.05875,55.282545,19.105963654285773,409.44725865428575,123.60000000000068,27.0,560.0472586542865,1500.9266531934877,0.0,9029.122219669027,0,3
fixed,base,19,0.0,0.0,0.0,510.9829999999999,16.797048611111123,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102171.62042299504,63.70596110674337,63.068901495675945,0.0,15.0,229.94234999999995,33.84024750000002,11.989301029269484,275.77189852926944,118.80000000000061,18.0,412.57189852927,1105.6926880584438,0.0,0.0,0.0,0.0,510.9829999999999,16.797048611111123,39.5999999999999,5.999999999999998,1.5,45.5999999999999,18.0,297.0,1.0,102171.62042299504,63.70596110674337,63.068901495675945,0.0,15.0,229.94234999999995,33.84024750000002,11.989301029269484,275.77189852926944,118.80000000000061,18.0,412.57189852927,1105.6926880584438,0.0,10038.427935100764,0,3
smart,base,19,0.0,0.0,0.0,619.8059999999997,20.712329166666674,45.06666666666655,6.666666666666664,0.0,51.73333333333321,20.0,338.0,94.0,107697.7713868254,59.00601106006213,59.832095214903006,0.0,87.0,278.91270000000003,48.04303499999999,14.493490206584031,341.44922520658406,135.20000000000084,20.0,496.6492252065849,1331.0199235536477,0.0,0.0,0.0,0.0,591.9199999999998,19.66674583333334,42.533333333333225,6.333333333333331,0.0,48.86666666666655,19.0,319.0,77.0,103267.81968898962,59.948809757918056,60.390537829818484,0.0,77.0,266.3640000000001,45.66125249999999,13.928925343671843,325.9541778436719,127.60000000000073,19.0,472.5541778436726,1266.4451966210427,0.0,4512.276971270359,0,3
